<<<<<<< HEAD
399.96755126995 999.974
272.107373772643 999.974
299.777473362294 999.974
297.797673408591 999.974
585.472693387747 999.974
855.502590327991 999.974
720.419109971045 999.974
1088.815119299 999.974
1384.78416452102 999.974
1203.58185504767 999.974
1178.10747772147 999.974
1184.20236329759 999.974
1021.88280011706 999.974
531.323116346845 999.974
624.319201217034 999.974
639.690401868721 999.974
471.188320633812 999.974
427.80896037891 999.974
460.052591303602 999.974
460.052591303602 999.974
459.08238515337 999.974
234.477389912188 999.974
431.846263890107 999.974
607.311436299768 999.974
570.402846594054 999.974
450.072380334465 999.974
328.442033932101 999.974
484.968227597588 999.974
370.029703625108 999.974
404.445723105581 999.974
1227.43890193913 999.974
1186.59932394508 999.974
1450.9832069875 999.974
1190.77452536033 999.974
313.798271103082 999.974
252.284062852454 999.974
69.8137736588568 999.974
-798.229080199739 999.974
-609.451005278614 999.974
-533.256430135079 999.974
-597.831069958324 999.974
-424.78574075195 999.974
-253.873381509592 999.974
-328.605691495583 999.974
-175.185803422081 999.974
-145.92717663921 999.974
-145.331015191624 999.974
-145.331015191624 999.974
-265.496001603502 999.974
-269.875408387532 999.974
-294.448828783927 999.974
-257.194873387783 999.974
-308.935147525533 999.948
-323.304865593144 999.948
-323.304865593144 999.948
60.8266233285344 999.948
88.9675828266311 999.948
-11.7265296332787 999.948
8.49799242419931 999.948
-116.552729925285 999.948
-95.5708836740444 999.948
-78.2656784393998 999.948
3.42334410081628 999.948
422.300726242082 999.948
358.267597417901 999.948
333.37684601808 999.948
482.292675309858 999.948
503.723246453887 999.948
658.557177515463 999.948
654.305655361009 999.948
576.983011644944 999.948
720.23619034986 999.948
1072.498903199 999.948
696.357057216365 999.948
655.668978345825 999.948
671.029805068744 999.948
539.651039679656 999.948
551.310847348918 999.948
486.503811747108 999.948
487.627927884933 999.948
487.627927884933 999.948
723.970654675061 999.948
249.819336730717 999.948
24.826679412045 999.948
24.826679412045 999.948
-34.5122114313818 999.948
-1.40242907930076 999.948
-1.40242907930076 999.948
-1.40242907930076 999.948
79.6939879157047 999.948
1074.93428972313 999.948
647.294100507885 999.948
-495.302505710688 999.948
-454.590366155765 999.948
-475.988062503681 999.948
-498.337101124399 999.948
568.517659664744 999.948
572.265001714259 999.948
450.607631846831 999.948
485.412959400778 999.948
942.993761690775 999.948
329.868994019049 999.948
352.493024312911 999.948
-17.4980264557704 999.948
-31.1739112704546 999.948
82.4641720518315 999.948
164.402609811382 999.948
307.524752179496 999.948
302.365680157838 999.948
-27.4397555310717 999.948
-87.8975904879603 999.948
-138.892067490621 999.948
-180.571003804745 999.948
-189.898849486513 999.948
-11.7694996263289 999.948
174.208813922614 999.948
174.208813922614 999.948
353.470829777221 999.948
294.624298336203 999.948
304.74049138821 999.948
304.74049138821 999.948
304.74049138821 999.948
304.561329241696 999.948
319.467029334044 999.948
-194.813555968887 999.922
83.7847674672265 999.922
82.207742159913 999.922
-116.032790439219 999.922
-177.80631915967 999.922
41.8770403611055 999.922
98.5983941400108 999.922
98.5983941400108 999.922
24.7835094618409 999.922
24.7835094618409 999.922
-110.057020316115 999.922
-39.8241354811802 999.922
-170.370850715716 999.922
-236.459643744913 999.922
-119.699251590954 999.922
-201.050847087058 999.922
0.215170860202306 999.922
-251.446081254923 999.922
-297.653126050696 999.922
-399.554794484656 999.922
-353.728809622529 999.922
-163.072102210154 999.922
-104.884823216157 999.922
208.573745720971 999.922
27.3017589661391 999.922
-95.6197774180907 999.922
-100.185985117846 999.922
-84.6354473854112 999.922
-84.6354473854112 999.922
-337.400722888828 999.922
-221.744666857365 999.922
-349.506800472536 999.922
-197.633469704671 999.922
-164.307176869698 999.922
-147.145009493148 999.922
-238.182390160111 999.922
-207.746632737464 999.922
-174.606869770429 999.922
-120.228199117736 999.922
31.0162472417419 999.922
-71.5318685176766 999.922
135.821141901472 999.922
529.114110346805 999.922
391.130123957314 999.922
265.202654292769 999.922
309.359808166094 999.922
201.407529752344 999.922
201.407529752344 999.922
403.982558125632 999.922
627.058488049839 999.922
686.228469874699 999.922
703.106204120601 999.922
618.054764782017 999.922
680.370273937309 999.922
680.370273937309 999.922
687.481116348454 999.922
618.39612231066 999.922
669.177769358987 999.922
521.50016948373 999.922
442.517056422778 999.922
1400.98544881665 999.922
1350.69016931063 999.922
1483.24667545067 999.922
1648.1277575039 999.922
1691.8803625812 999.922
1501.7242719023 999.922
1505.99764676814 999.922
1685.78774117603 999.922
1763.72503537006 999.922
2163.92604150117 999.922
2158.71219207584 999.922
1922.08914799912 999.922
1598.6154503119 999.896
1598.6154503119 999.896
1569.04118157857 999.896
1738.69551275601 999.896
2002.94581258593 999.896
2010.35322511722 999.896
1996.69926782626 999.896
1963.24673413282 999.896
2106.87853500417 999.896
1933.75103306074 999.896
1991.0534694723 999.896
2008.80001776649 999.896
2015.10967762906 999.896
1983.7008772947 999.896
1730.93813071303 999.896
1730.93813071303 999.896
1611.63145174989 999.896
1611.24303147165 999.896
1611.83150365076 999.896
1647.60976107673 999.896
1647.60976107673 999.896
1550.56560816202 999.896
1552.932778654 999.896
1566.89960048332 999.896
1501.80533977432 999.896
1326.47744987808 999.896
1314.38062584598 999.896
1314.38062584598 999.896
1303.93757136483 999.896
1212.37511379085 999.896
1279.69183053557 999.896
1256.4985613547 999.896
1315.60848215464 999.896
464.332065703113 999.896
422.753069374666 999.896
485.693665024866 999.896
270.966436418855 999.896
140.777708432397 999.896
148.529803866636 999.896
157.603218020721 999.896
50.5892207415118 999.896
-48.2398659376366 999.896
-48.2398659376366 999.896
-42.930210007394 999.896
-60.4296860101462 999.896
-30.1852318695519 999.896
107.061363603033 999.896
138.16703038966 999.896
156.06058894038 999.896
352.682936155345 999.896
463.105681597717 999.896
453.944109375569 999.896
573.296560650811 999.896
888.289167471394 999.896
897.142880351831 999.896
850.839242478546 999.896
956.790321923654 999.896
1215.54766443865 999.896
1009.01015821343 999.896
992.794018671025 999.896
765.883976814558 999.896
735.6355379804 999.896
736.640864642502 999.896
676.315243709568 999.896
704.644365096759 999.896
621.995220309892 999.896
662.316804906184 999.896
878.971320084279 999.896
817.810387561268 999.896
819.51748096092 999.896
794.309660816873 999.896
819.236241932064 999.896
1440.91197764299 999.87
1450.08408463979 999.87
1943.42857063482 999.87
1954.02003174218 999.87
1927.07378036234 999.87
1347.19935509813 999.87
1379.91768258649 999.87
1342.54401307349 999.87
1392.09880832215 999.87
1392.09880832215 999.87
1392.09880832215 999.87
917.038965351343 999.87
892.67737751448 999.87
1184.22425011642 999.87
1153.33854494492 999.87
776.947351783899 999.87
780.785584905746 999.87
530.691802351558 999.87
453.691231378581 999.87
577.915535559456 999.87
722.33685918973 999.87
707.551613113523 999.87
875.404309056486 999.87
1027.42453638891 999.87
1016.14622780628 999.87
1160.14327390306 999.87
1069.96277553083 999.87
564.830415972641 999.87
437.403929967875 999.87
1013.40930920246 999.87
1221.26656682328 999.87
1200.90883583126 999.87
1128.43003759317 999.87
-1026.5492432738 999.87
-995.391243162797 999.87
-1052.09917861603 999.87
-1067.05802113385 999.87
-344.441096564585 999.87
-303.726348956486 999.87
-290.58807849396 999.87
-1048.68133931176 999.87
-1105.60134687099 999.87
-1373.97835135445 999.87
-800.564541210003 999.87
-773.488263491195 999.87
-897.866548512527 999.87
-1002.1432750598 999.87
-1002.1432750598 999.87
-988.87390152751 999.87
-1023.18525790615 999.87
-1023.18525790615 999.87
-773.315403127734 999.87
1219.30548808623 999.87
1193.26017040759 999.87
1242.63915521654 999.87
-390.15219473201 999.87
-322.559050922068 999.87
-230.28726875155 999.87
-119.673775538898 999.87
-51.7272729966319 999.87
859.259508369974 999.87
317.53413554538 999.87
317.53413554538 999.87
1976.70023526611 999.87
1821.03262685466 999.87
1667.27798702197 999.87
1441.60781116329 999.87
1389.27000267933 999.87
1213.50095259982 999.87
1316.01722750106 999.87
1316.01722750106 999.87
1346.84202039531 999.87
879.672479838854 999.844
1058.28180991041 999.844
1189.77464722247 999.844
1138.50422909248 999.844
1081.36444120299 999.844
1087.16401836928 999.844
704.623646974989 999.844
611.854190915459 999.844
618.044411039937 999.844
431.574518682358 999.844
522.97616873983 999.844
434.001679877027 999.844
64.1388706121403 999.844
59.594911503371 999.844
322.045276898265 999.844
322.045276898265 999.844
558.790671628452 999.844
648.794915112342 999.844
353.885569468545 999.844
358.494131384306 999.844
627.871934761896 999.844
672.681215115774 999.844
672.681215115774 999.844
-872.153222255338 999.844
-1066.22334830213 999.844
-1261.24193294159 999.844
-1291.62727066067 999.844
-1156.49585930319 999.844
-1182.11215960959 999.844
-1173.01562258114 999.844
-854.977929663616 999.844
-911.270873521781 999.844
-954.276338173431 999.844
-954.276338173431 999.844
-941.916942464259 999.844
-967.130825021276 999.844
-920.406487738906 999.844
-965.310212489875 999.844
-1108.46230495761 999.844
-609.721093249062 999.844
-600.722241885498 999.844
-600.722241885498 999.844
-665.530941446042 999.844
-703.601686208463 999.844
-867.741007141149 999.844
-834.330049821475 999.844
699.317301101896 999.844
299.323785900069 999.844
452.824316330009 999.844
1155.60647952645 999.844
1091.21482721788 999.844
1195.66480339667 999.844
1347.77236690179 999.844
1264.58133166217 999.844
715.734434850863 999.844
876.310364105481 999.844
871.574547670709 999.844
871.574547670709 999.844
874.597127636385 999.844
957.989071867209 999.844
923.464355374939 999.844
723.731315127859 999.844
558.255380018912 999.844
598.921385672653 999.844
672.114782371185 999.844
709.728946958002 999.844
727.915215415576 999.844
950.265705708186 999.844
1128.35599106258 999.844
1126.546110465 999.844
933.713995814296 999.844
973.478965625325 999.844
979.326719380746 999.818
947.623748258015 999.818
918.479235333734 999.818
934.86897261226 999.818
1006.00804085133 999.818
1329.23239110356 999.818
1361.32357322227 999.818
1433.81520775666 999.818
1419.31349556859 999.818
1039.25527159283 999.818
1061.39070341147 999.818
1059.89837985202 999.818
957.975738476691 999.818
880.29837324318 999.818
848.060387845662 999.818
885.894859775004 999.818
1083.74784735805 999.818
1083.74784735805 999.818
1115.31582640757 999.818
1115.31582640757 999.818
1124.37047652826 999.818
1120.67615894163 999.818
1002.35883397853 999.818
988.270319060262 999.818
999.918225986157 999.818
999.918225986157 999.818
1305.37338029962 999.818
1302.80354706752 999.818
2119.9101397153 999.818
2126.92142077626 999.818
2244.27815823253 999.818
2240.33503552896 999.818
2080.95840263102 999.818
1132.9924587719 999.818
1141.03208302897 999.818
1132.65660009766 999.818
1568.12560373138 999.818
1553.80825376069 999.818
1555.98146331911 999.818
1529.35818166905 999.818
1572.07409889341 999.818
1574.22081415543 999.818
1559.86963444414 999.818
1564.03259527805 999.818
1603.12062615717 999.818
1645.59533101359 999.818
1645.63416547062 999.818
1293.55189126116 999.818
1276.92199066085 999.818
1041.81555659962 999.818
1356.24951739677 999.818
589.949277180163 999.818
471.272733868534 999.818
443.172265543749 999.818
451.918350633872 999.818
535.347570778583 999.818
588.706809561373 999.818
562.484202563046 999.818
576.613882206737 999.818
215.650982686736 999.818
270.556743266697 999.818
404.540942345932 999.818
1208.5429658957 999.818
1028.51568266291 999.818
1025.80380084682 999.818
1041.89656174222 999.818
1041.89656174222 999.818
982.767350298106 999.818
1073.4044179893 999.818
1128.21681676981 999.818
1576.01139140914 999.818
2520.6606483152 999.818
2521.06639907251 999.792
1707.22035177713 999.792
1461.74985146095 999.792
1460.742534867 999.792
1463.06827144438 999.792
1430.99209160569 999.792
1568.4741251704 999.792
1409.92835245834 999.792
1441.10739817068 999.792
1811.46995777294 999.792
1825.12969925625 999.792
1838.05276075085 999.792
1838.12853460765 999.792
1332.78422164794 999.792
1236.77991392632 999.792
1017.53720771907 999.792
1302.03717498182 999.792
1224.78999003244 999.792
1186.21509689962 999.792
1436.63371273738 999.792
1374.14989542874 999.792
1370.78141954296 999.792
1389.73874820849 999.792
1257.37311847516 999.792
1380.45478647052 999.792
1407.59192466535 999.792
1431.53291720495 999.792
614.462746858903 999.792
614.462746858903 999.792
618.638846008967 999.792
685.275261719016 999.792
80.7735623209866 999.792
81.9034126452935 999.792
339.361756202151 999.792
465.622034867113 999.792
537.631295799836 999.792
519.482286037125 999.792
485.854927806508 999.792
533.16321243772 999.792
554.583617899585 999.792
538.535141378353 999.792
150.50176015109 999.792
-35.6956482769154 999.792
-67.5053385827824 999.792
697.45256658559 999.792
1002.26168211776 999.792
1125.52799971235 999.792
1209.07878130944 999.792
1392.42166468619 999.792
1477.35575317191 999.792
1239.43232625121 999.792
1360.67954289694 999.792
1067.78191535096 999.792
1054.29423517627 999.792
1061.61021181008 999.792
1066.93982755591 999.792
949.808848616911 999.792
955.489827702836 999.792
955.489827702836 999.792
755.59849075534 999.792
1018.97979285492 999.792
1029.4818079482 999.792
1208.96115039577 999.792
1362.19268520695 999.792
1346.17187045042 999.792
1337.39580064396 999.792
1162.96009069658 999.792
859.681432838637 999.792
1093.2850392717 999.792
999.69324406831 999.792
995.46621163905 999.792
1485.61992403689 999.792
1273.28405422799 999.766
1292.6530267189 999.766
1561.80418972974 999.766
868.655573302814 999.766
1385.08372999097 999.766
1384.67070017199 999.766
1732.32833365438 999.766
1731.78223543863 999.766
1745.03290442041 999.766
1746.16987099345 999.766
1745.34617542286 999.766
1740.77566910203 999.766
1507.87715896515 999.766
1211.21865460758 999.766
1284.02934798344 999.766
1284.02934798344 999.766
1278.38665497567 999.766
1270.30715448537 999.766
1266.86679135103 999.766
1245.70726203397 999.766
1228.61360419187 999.766
1644.37210751349 999.766
1502.71924328055 999.766
-429.728652590785 999.766
-492.04944560803 999.766
-487.828364780778 999.766
-460.205730512258 999.766
-279.846825925991 999.766
-343.742885181615 999.766
-354.26612427488 999.766
-450.861594571314 999.766
-440.154931015301 999.766
-445.774777133852 999.766
-490.592182191926 999.766
-355.171511732698 999.766
108.095310682787 999.766
-462.400490595679 999.766
-358.328949525033 999.766
-344.772972421777 999.766
67.3810605386365 999.766
231.827918185002 999.766
1078.75843935684 999.766
1264.61999526889 999.766
1253.32637430279 999.766
1254.94465313651 999.766
1484.25543069316 999.766
1463.23136659767 999.766
1424.4230353318 999.766
2393.61725642879 999.766
2280.46023856032 999.766
2444.59755869248 999.766
2722.63045319159 999.766
2721.73406866555 999.766
2825.71844757478 999.766
2803.93050976761 999.766
3403.1146037129 999.766
3478.93323530662 999.766
3605.99807146885 999.766
3605.99807146885 999.766
3572.4898859131 999.766
2905.98286876687 999.766
3269.87963107866 999.766
2553.51964383321 999.766
2128.12575029608 999.766
2145.93698787461 999.766
2414.21321413789 999.766
2901.39399868091 999.766
2704.70186718704 999.766
2685.72064111962 999.766
2688.60648356332 999.766
3928.54016039427 999.766
4154.50454418652 999.766
4154.50454418655 999.74
4625.34933511105 999.74
4894.25728469385 999.74
4885.07622760318 999.74
4846.04277715384 999.74
4297.96330825933 999.74
4275.52894522997 999.74
3981.98101036006 999.74
4287.44307434752 999.74
4289.16404410537 999.74
3795.94694891434 999.74
2517.7960882302 999.74
2382.89750576194 999.74
2570.88810352825 999.74
665.695587415502 999.74
451.02668484559 999.74
159.415540516479 999.74
1001.96071932472 999.74
1001.96071932472 999.74
1001.96071932472 999.74
286.309994184318 999.74
-433.898937672129 999.74
-432.415244277307 999.74
765.17677069823 999.74
773.828318333238 999.74
774.211003356339 999.74
1695.3012193712 999.74
118.285890107633 999.74
98.3945574304645 999.74
375.397081471188 999.74
-610.468704025107 999.74
-628.354376889359 999.74
1537.86264350767 999.74
1474.68511787243 999.74
650.913495859912 999.74
1483.81454310877 999.74
1710.13723737979 999.74
1739.40472179987 999.74
1739.40472179987 999.74
1645.97092581846 999.74
1645.97092581846 999.74
1833.51781382902 999.74
1828.12248516553 999.74
-614.055739227815 999.74
-520.928981005118 999.74
-508.527241262631 999.74
-639.590180695633 999.74
-639.590180695633 999.74
-672.508613457186 999.74
-656.662864857346 999.74
-773.310597483558 999.74
-789.946902156708 999.74
-1008.71208750241 999.74
-1144.62079290774 999.74
-1093.09583528605 999.74
-1268.87059083511 999.74
-1267.06434242977 999.74
-861.848346957983 999.74
-1118.76285250768 999.74
-246.010706087639 999.74
-1371.52424376366 999.74
-163.418962217024 999.74
231.925289488754 999.74
-173.122306227558 999.74
-173.122306227558 999.74
-730.919507976319 999.74
-426.44657718096 999.74
-1048.66535666655 999.74
-1003.48933090732 999.74
-929.420207954487 999.74
-923.821851715814 999.74
-923.821851715814 999.74
-857.294880696284 999.714
-998.090051002202 999.714
-998.090051002163 999.714
-911.310960346496 999.714
-944.240680874315 999.714
-939.842927289649 999.714
-939.842927289649 999.714
-939.842927289649 999.714
-673.005488272725 999.714
-667.878404999738 999.714
-667.878404999738 999.714
-750.764783809055 999.714
-750.764783809055 999.714
-761.04440271073 999.714
-812.824288139714 999.714
-400.135104581475 999.714
-538.671863374978 999.714
-1376.2035247862 999.714
-1376.2035247862 999.714
-1147.65785989681 999.714
-1143.92582993108 999.714
-1139.77823732239 999.714
-1137.00585790266 999.714
-1141.41308617141 999.714
1455.83820182765 999.714
1391.43849106096 999.714
1332.71479982466 999.714
1249.5717758358 999.714
1276.8527330212 999.714
1448.82712272616 999.714
1586.77001314189 999.714
1969.06544966554 999.714
1815.92328188824 999.714
1693.45241694457 999.714
1764.63818323903 999.714
1576.77110157932 999.714
2440.83012707284 999.714
2411.40101285584 999.714
2396.72656800429 999.714
2396.72656800429 999.714
2705.60552579501 999.714
2677.40146131585 999.714
2717.54450111975 999.714
2710.09132588714 999.714
2615.65252293764 999.714
3409.05522855946 999.714
2938.85539057703 999.714
2938.85539057703 999.714
2682.51845283586 999.714
2630.69566912911 999.714
2597.15359563584 999.714
2696.2225442228 999.714
3438.13898833923 999.714
3510.52701628723 999.714
2757.49096527212 999.714
3078.17437687382 999.714
3080.11647453218 999.714
3080.11647453218 999.714
3127.60718458145 999.714
3410.43964491808 999.714
2169.66290740028 999.714
2169.66290740028 999.714
1944.8753258228 999.714
1931.52135055968 999.714
1907.12021754 999.714
2000.48026167806 999.714
2044.49489853252 999.714
1587.23103561468 999.714
1169.05394783549 999.714
1712.77027377842 999.714
1444.88576463123 999.714
1180.602564731 999.714
2035.193380244 999.688
1991.52386341701 999.688
1843.91164364547 999.688
2724.90092217762 999.688
2653.02897125572 999.688
2646.24809252573 999.688
2833.39481591846 999.688
2821.91938455557 999.688
3178.2222321372 999.688
3013.24849689986 999.688
3084.14549993668 999.688
3123.51552863666 999.688
2628.16688228008 999.688
1718.59044331027 999.688
1718.59044331027 999.688
1720.62798488209 999.688
1745.59182357277 999.688
1746.15436426877 999.688
1536.07741390894 999.688
2185.51892952784 999.688
2361.97567257259 999.688
2396.63589301566 999.688
2332.02166149832 999.688
1752.71955752777 999.688
1723.45638965569 999.688
1373.57466729853 999.688
576.652455938312 999.688
398.669879957898 999.688
402.698844050771 999.688
-573.928620189995 999.688
-569.38336336186 999.688
-569.38336336186 999.688
-1149.89021375886 999.688
-1145.72254264384 999.688
-948.452150635453 999.688
-41.9279505956 999.688
74.7953510106335 999.688
664.151004043802 999.688
440.027623486096 999.688
439.617572278368 999.688
489.859460486135 999.688
426.076902012875 999.688
479.321574758613 999.688
471.446907810673 999.688
531.989456840646 999.688
504.658957135475 999.688
768.986695019995 999.688
768.986695019995 999.688
-914.436550308277 999.688
750.846210344443 999.688
845.735838892835 999.688
1104.56435821221 999.688
570.780120523084 999.688
477.418541609237 999.688
1474.34761943248 999.688
1474.34761943248 999.688
1607.5798060077 999.688
1607.5798060077 999.688
1573.96769639174 999.688
1469.35173681057 999.688
-181.333579846258 999.688
-276.687859363236 999.688
-412.890802429498 999.688
-386.8173420533 999.688
-386.817342053299 999.688
-270.218050545361 999.688
-272.644765895825 999.688
-21.8156293953671 999.688
-159.366015908584 999.688
-252.363729504279 999.688
-240.084087618076 999.688
-240.084087618076 999.688
-239.231208303864 999.662
-314.95266513194 999.662
-227.625101708105 999.662
-258.690986635208 999.662
-319.076157630231 999.662
-246.073460248339 999.662
-256.709150310703 999.662
-358.695013511485 999.662
-708.130133033358 999.662
-736.432225604229 999.662
-736.432225604229 999.662
-761.493468179467 999.662
600.774376407679 999.662
944.562612276535 999.662
956.257152777587 999.662
956.257152777587 999.662
1063.30369668342 999.662
960.277871518562 999.662
1140.03978379004 999.662
830.133607307436 999.662
830.133607307436 999.662
768.767537917082 999.662
770.487930740843 999.662
770.487930740843 999.662
404.615460683403 999.662
404.981427735005 999.662
399.4299141298 999.662
271.28884301062 999.662
161.032776509342 999.662
246.572070447326 999.662
244.470819457656 999.662
311.402556245218 999.662
248.645754221909 999.662
239.324394146808 999.662
307.755387536513 999.662
307.755387536513 999.662
972.696693623416 999.662
-61.3071379452301 999.662
-77.6994318985568 999.662
-158.513607991555 999.662
-87.9190051334446 999.662
-71.2748629678819 999.662
92.937931687439 999.662
51.9134321991047 999.662
30.2128772959672 999.662
24.3623262356498 999.662
-95.79285049865 999.662
103.84717120319 999.662
265.619631494379 999.662
1482.9176108508 999.662
1500.85081750641 999.662
1643.85984892803 999.662
1774.48999866377 999.662
2416.98676411529 999.662
2433.75766716132 999.662
2437.41443297913 999.662
2513.21114885186 999.662
2377.41816289669 999.662
1988.76633316488 999.662
1991.03748501632 999.662
1419.59923749689 999.662
1429.7623047864 999.662
1348.61422051462 999.662
1348.61422051462 999.662
1258.96011767579 999.662
1090.62592267778 999.662
1266.74099772872 999.662
1106.61947485393 999.662
1073.19410045255 999.662
1045.03681119551 999.662
1838.01506217663 999.662
1640.19463288616 999.662
1122.10432970927 999.636
1080.01220692183 999.636
278.297132980616 999.636
40.3040383939471 999.636
821.515838524934 999.636
791.988400869695 999.636
791.988400869695 999.636
809.257285810418 999.636
939.458589254862 999.636
898.441882464635 999.636
906.856880200619 999.636
1044.34513142325 999.636
1110.52006350041 999.636
1133.08952764985 999.636
1189.40044122207 999.636
1136.21458830568 999.636
1779.08868270105 999.636
2129.09865181786 999.636
2129.0058677047 999.636
-720.727475887436 999.636
-684.806843372883 999.636
-830.252427266928 999.636
-1015.24074887264 999.636
-1019.10435854786 999.636
-765.605870100059 999.636
-780.691827559476 999.636
-781.582925427609 999.636
-759.96528783616 999.636
-759.96528783616 999.636
-1347.20425430439 999.636
-702.217733152853 999.636
-909.257697545244 999.636
-909.257697545244 999.636
-909.257697545244 999.636
-1431.34244745157 999.636
-1431.34244745157 999.636
-1431.34244745157 999.636
-1431.34244745157 999.636
1687.00740363777 999.636
1942.86438178058 999.636
1927.78302072496 999.636
1707.54894597769 999.636
1662.29688823688 999.636
1662.29688823688 999.636
1708.84050811331 999.636
1668.11396266653 999.636
1701.02300342664 999.636
1769.38175081873 999.636
1567.64243553226 999.636
1352.66777482462 999.636
1352.66777482462 999.636
1177.74717830148 999.636
1288.13791952914 999.636
1288.13791952914 999.636
1355.93960088701 999.636
1361.25702522535 999.636
1376.17747913126 999.636
1475.25018686084 999.636
1554.16575255998 999.636
1577.49938992509 999.636
1735.77914004303 999.636
914.650387297826 999.636
424.875641089414 999.636
373.31122500866 999.636
473.341368812439 999.636
842.889668988618 999.636
717.82429024248 999.636
718.430835987495 999.636
734.226379500545 999.636
1338.07265569689 999.636
1288.72278627644 999.636
1931.414495425 999.636
1489.17576379667 999.61
1480.48249866033 999.61
1480.48249866033 999.61
1480.48249866033 999.61
1747.01391121649 999.61
1365.09338544465 999.61
1551.3087418726 999.61
1562.36879499033 999.61
1999.23897798829 999.61
1997.13027378768 999.61
2042.09290825623 999.61
2042.09290825623 999.61
1960.74294876842 999.61
1752.4097207378 999.61
1902.60579697679 999.61
1944.18966751673 999.61
2035.11528522621 999.61
1912.23730926952 999.61
1359.48526204056 999.61
1939.26568231025 999.61
1754.78796387593 999.61
1755.6003133472 999.61
2029.69259137874 999.61
2040.09142435969 999.61
1419.97443651378 999.61
1301.60674438531 999.61
264.276948894668 999.61
183.339452291454 999.61
-10.0713011397419 999.61
-250.524443530869 999.61
-262.993581009991 999.61
-164.886055904665 999.61
116.256355761486 999.61
311.447211578828 999.61
-216.699266378792 999.61
-144.100835819275 999.61
-224.853923637817 999.61
-327.358101148279 999.61
-427.106334131073 999.61
-427.106334131073 999.61
-434.793316827905 999.61
-434.793316827905 999.61
-403.498435287953 999.61
-423.921411625 999.61
-414.53084223688 999.61
-428.665970988497 999.61
-429.073570282977 999.61
-728.418617889996 999.61
-264.094851113222 999.61
120.631013581102 999.61
40.0700385006082 999.61
111.505968761668 999.61
-459.374681266861 999.61
-486.888109068847 999.61
551.807794615176 999.61
565.749875116939 999.61
586.613720340198 999.61
634.804349495072 999.61
634.804349495072 999.61
560.808078355735 999.61
414.434109972377 999.61
414.434109972377 999.61
449.740049378042 999.61
145.954329718487 999.61
160.135707628572 999.61
725.835809121559 999.61
716.774502355408 999.61
576.711469816289 999.61
576.711469816289 999.61
1202.04039994225 999.61
1207.95072128905 999.61
1300.95202752808 999.61
1266.111948361 999.584
1099.62893280883 999.584
1093.04081993333 999.584
1013.42339930238 999.584
1215.67296463028 999.584
1239.55404517955 999.584
1232.46490783651 999.584
1048.68936360022 999.584
1049.98626280647 999.584
974.498508604947 999.584
1027.54779626228 999.584
1137.51626388311 999.584
1290.26884168908 999.584
661.939580910839 999.584
661.939580910839 999.584
356.204384844933 999.584
168.663187053859 999.584
76.3982860822192 999.584
-28.6135477291139 999.584
-53.3343342800686 999.584
506.369922212772 999.584
567.652321687933 999.584
552.904635293788 999.584
637.049170281089 999.584
551.948205117745 999.584
495.643707717723 999.584
557.889231648007 999.584
1009.58964202536 999.584
606.863468359544 999.584
639.91133583315 999.584
639.91133583315 999.584
640.790460935569 999.584
662.75270205663 999.584
653.202741845262 999.584
691.072058848494 999.584
937.213683768042 999.584
1370.44342463553 999.584
844.884649997216 999.584
844.884649997216 999.584
773.052884295324 999.584
773.052884295324 999.584
783.928092809075 999.584
761.506601553025 999.584
